KO	superclass
K13117	DNA replication/repair/maintenance
K13118	Other
K13119	Other
K13120	Other
K13122	Other
K13123	Translation/ribosome
K13124	Carbohydrate metabolism
K13126	Other
K13127	Other
K02718	Energy/central carbon
K13137	Other
K02719	Energy/central carbon
K02721	Energy/central carbon
K13171	Amino acid metabolism
K13176	Energy/central carbon
K13179	DNA replication/repair/maintenance
K13181	DNA replication/repair/maintenance
K13182	DNA replication/repair/maintenance
K13195	RNA processing/degradation
K13205	Translation/ribosome
K13207	Other
K02722	Energy/central carbon
K13217	Translation/ribosome
K13220	Other
K13232	Carbohydrate metabolism
K13237	Energy/central carbon
K13239	Energy/central carbon
K13244	Carbohydrate metabolism
K13246	Nucleotide metabolism
K13247	Carbohydrate metabolism
K13258	Energy/central carbon
K13278	Carbohydrate metabolism
K13279	Energy/central carbon
K13289	Amino acid metabolism
K13291	Carbohydrate metabolism
K13293	Carbohydrate metabolism
K13303	Carbohydrate metabolism
K13316	Carbohydrate metabolism
K13327	Carbohydrate metabolism
K13329	Carbohydrate metabolism
K13333	Other
K13335	Carbohydrate metabolism
K13336	Carbohydrate metabolism
K13337	Carbohydrate metabolism
K13338	Carbohydrate metabolism
K13339	Carbohydrate metabolism
K13341	Carbohydrate metabolism
K13342	Carbohydrate metabolism
K13343	Carbohydrate metabolism
K13344	Carbohydrate metabolism
K13345	Carbohydrate metabolism
K13346	Carbohydrate metabolism
K13348	Other
K13350	Transport
K13352	Carbohydrate metabolism
K13354	Nucleotide metabolism
K13357	Carbohydrate metabolism
K13358	Cofactors/vitamins
K13367	Energy/central carbon
K13370	Cofactors/vitamins
K13379	Energy/central carbon
K13381	Carbohydrate metabolism
K13390	Carbohydrate metabolism
K13402	Other
K13403	Cofactors/vitamins
K13412	Carbohydrate metabolism
K13413	Carbohydrate metabolism
K13415	Other
K13418	Carbohydrate metabolism
K13420	Amino acid metabolism
K13428	Amino acid metabolism
K13429	Carbohydrate metabolism
K13430	Amino acid metabolism
K13431	Signal transduction
K13436	Other
K13444	Carbohydrate metabolism
K13447	Energy/central carbon
K13448	Other
K13449	Other
K13456	Other
K13457	Antibiotic resistance/efflux
K13459	Antibiotic resistance/efflux
K13463	Other
K13492	Carbohydrate metabolism
K13494	Carbohydrate metabolism
K13495	Carbohydrate metabolism
K13496	Carbohydrate metabolism
K13504	Transport
K13507	Lipid metabolism
K13508	Lipid metabolism
K13509	Lipid metabolism
K13511	Carbohydrate metabolism
K02723	Energy/central carbon
K02724	Energy/central carbon
K13520	Protein folding/quality control
K13524	Carbohydrate metabolism
K13528	Transcriptional regulation
K13535	Carbohydrate metabolism
K13546	Carbohydrate metabolism
K13564	Carbohydrate metabolism
K13577	Transport
K13607	Energy/central carbon
K13617	Carbohydrate metabolism
K13621	Lipid metabolism
K13648	Carbohydrate metabolism
K13658	Carbohydrate metabolism
K13663	Carbohydrate metabolism
K13665	Carbohydrate metabolism
K13681	Carbohydrate metabolism
K13682	Carbohydrate metabolism
K13689	Carbohydrate metabolism
K13691	Carbohydrate metabolism
K13701	Translation/ribosome
K13719	Protein folding/quality control
K13721	Carbohydrate metabolism
K13722	Protein folding/quality control
K13728	Other
K13734	Other
K13746	Carbohydrate metabolism
K13754	Transport
K04794	RNA processing/degradation
K13783	Antibiotic resistance/efflux
K13792	Carbohydrate metabolism
K13793	Carbohydrate metabolism
K13797	Transcriptional regulation
K13798	Transcriptional regulation
K13799	DNA replication/repair/maintenance
K13800	Carbohydrate metabolism
K13811	Carbohydrate metabolism
K13812	Carbohydrate metabolism
K05955	Other
K06276	Other
K13837	Other
K13868	Transport
K13873	Energy/central carbon
K13880	Carbohydrate metabolism
K13886	Carbohydrate metabolism
K13907	Carbohydrate metabolism
K13908	Carbohydrate metabolism
K13925	Other
K13939	Energy/central carbon
K13941	Carbohydrate metabolism
K06680	Cell envelope/biogenesis
K13947	Antibiotic resistance/efflux
K13951	Energy/central carbon
K13985	Carbohydrate metabolism
K13987	Carbohydrate metabolism
K13988	Carbohydrate metabolism
K13989	Carbohydrate metabolism
K13994	Other
K13996	Other
K08331	Other
K14001	Nucleotide metabolism
K14002	Other
K14003	Transcriptional regulation
K14004	Transport
K14005	Transport
K14006	Transport
K14007	Transport
K14011	Translation/ribosome
K14012	Translation/ribosome
K14015	Other
K14016	Protein folding/quality control
K14017	Protein folding/quality control
K14018	Carbohydrate metabolism
K14022	Protein folding/quality control
K14026	Other
K14035	Transport
K14050	Energy/central carbon
K14065	Transcriptional regulation
K14080	RNA processing/degradation
K14081	Other
K14083	Other
K14084	Other
K14086	Other
K14087	Other
K14089	Other
K14091	Other
K14092	Other
K14093	Other
K14094	Other
K14095	Other
K14096	Other
K14097	Other
K14098	Other
K14099	Other
K14100	Other
K14101	Other
K14102	Other
K14103	Other
K14104	Other
K14105	Other
K14106	Other
K14107	Other
K14108	Other
K14109	Other
K14110	Other
K14111	Other
K14112	Other
K14113	Other
K14114	Other
K14115	Other
K14116	Other
K14117	Other
K14118	Other
K14119	Other
K14120	Other
K14121	Other
K14122	Other
K14123	Other
K14124	Other
K14125	Other
K14126	Carbohydrate metabolism
K14127	Transport
K08499	Cell envelope/biogenesis
K14138	Energy/central carbon
K14152	Carbohydrate metabolism
K14154	Carbohydrate metabolism
K14157	Energy/central carbon
K14168	RNA processing/degradation
K14169	RNA processing/degradation
K14171	Energy/central carbon
K14191	RNA processing/degradation
K14206	Transport
K14207	Transport
K14209	Transport
K14213	Carbohydrate metabolism
K14215	Carbohydrate metabolism
K14219	RNA processing/degradation
K08901	Energy/central carbon
K14221	RNA processing/degradation
K08902	Energy/central carbon
K14228	RNA processing/degradation
K14230	RNA processing/degradation
K14233	RNA processing/degradation
K14236	Tryptophan metabolism
K14237	RNA processing/degradation
K14262	Carbohydrate metabolism
K14263	Tryptophan metabolism
K14264	Tryptophan metabolism
K14265	Tryptophan metabolism
K14272	Carbohydrate metabolism
K14275	Energy/central carbon
K14284	RNA processing/degradation
K14285	Transport
K14286	Carbohydrate metabolism
K14288	Carbohydrate metabolism
K14289	Carbohydrate metabolism
K14290	Carbohydrate metabolism
K14292	Carbohydrate metabolism
K14293	Carbohydrate metabolism
K14294	Other
K08903	Energy/central carbon
K08904	Energy/central carbon
K14299	Carbohydrate metabolism
K08955	Other
K08957	Other
K09568	Other
K09569	Other
K10621	Carbohydrate metabolism
K14307	Carbohydrate metabolism
K10750	Cell envelope/biogenesis
K10751	Cell envelope/biogenesis
K11557	Cell envelope/biogenesis
K11558	Cell envelope/biogenesis
K11644	Other
K12098	Other
K14315	Carbohydrate metabolism
K14319	Other
K14321	Other
K14324	Carbohydrate metabolism
K12191	Other
K14326	Transcriptional regulation
K14327	Transcriptional regulation
K14328	Transcriptional regulation
K14330	Energy/central carbon
K14331	Carbohydrate metabolism
K14358	Carbohydrate metabolism
K14373	Carbohydrate metabolism
K14376	DNA replication/repair/maintenance
K14396	Other
K12193	Other
K14399	Carbohydrate metabolism
K12194	Other
K12195	Other
K12197	Other
K12198	Other
K14397	Other
K14405	Translation/ribosome
K14401	Other
K14402	Other
K14411	RNA processing/degradation
K14412	Carbohydrate metabolism
K14413	Carbohydrate metabolism
K14416	Translation/ribosome
K14424	Cofactors/vitamins
K14429	Transport
K14430	Transport
K14431	Transcriptional regulation
K14454	Amino acid metabolism
K14455	Amino acid metabolism
K14457	Carbohydrate metabolism
K14468	Energy/central carbon
K14469	Energy/central carbon
K14472	Transcriptional regulation
K14485	Transport
K14486	Translation/ribosome
K14487	Transport
K14488	Other
K14493	Signal transduction
K14494	Other
K14495	Other
K14496	Transport
K14502	Other
K14505	Carbohydrate metabolism
K14506	Translation/ribosome
K14508	Transcriptional regulation
K14509	Signal transduction
K14403	Other
K14515	Other
K14516	Transcriptional regulation
K14518	Other
K14521	Carbohydrate metabolism
K14522	Translation/ribosome
K14526	Translation/ribosome
K14528	Translation/ribosome
K14530	Other
K14531	Translation/ribosome
K14532	Translation/ribosome
K14533	Translation/ribosome
K14404	Other
K14537	Energy/central carbon
K14538	Energy/central carbon
K14539	Energy/central carbon
K14541	Carbohydrate metabolism
K14543	Transport
K14536	Translation/ribosome
K14545	Translation/ribosome
K14826	Other
K15053	Other
K15608	Other
K15944	Other
K16628	Other
K18044	Tryptophan metabolism
K14552	Other
K18106	Other
K18187	Other
K18207	Other
K08342	Protein folding/quality control
K06961	RNA processing/degradation
K14558	Tryptophan metabolism
K06963	RNA processing/degradation
K09142	RNA processing/degradation
K11313	RNA processing/degradation
K14563	RNA processing/degradation
K14564	Other
K14565	Other
K14298	RNA processing/degradation
K14325	RNA processing/degradation
K14568	RNA processing/degradation
K14569	Translation/ribosome
K14571	Translation/ribosome
K14572	Carbohydrate metabolism
K14573	Other
K14574	Translation/ribosome
K14575	Transport
K14593	Carbohydrate metabolism
K14605	Carbohydrate metabolism
K14606	Carbohydrate metabolism
K14635	DNA replication/repair/maintenance
K14638	Transport
K14640	Transport
K14642	Carbohydrate metabolism
K14649	Translation/ribosome
K14650	Translation/ribosome
K14651	Translation/ribosome
K14653	Carbohydrate metabolism
K14654	Other
K14655	Carbohydrate metabolism
K14656	Translation/ribosome
K15447	RNA processing/degradation
K17053	RNA processing/degradation
K14674	Carbohydrate metabolism
K18534	RNA processing/degradation
K14676	Other
K14677	Carbohydrate metabolism
K14679	DNA replication/repair/maintenance
K14680	DNA replication/repair/maintenance
K14683	Transport
K14684	Nucleotide metabolism
K14686	Transport
K14688	Transport
K14689	Transport
K14692	Transport
K14698	Transport
K14699	Transport
K14708	Transport
K14709	Transport
K14710	Transport
K14715	Transport
K14717	Transport
K14721	Transcriptional regulation
K14728	Carbohydrate metabolism
K14732	Other
K14745	Carbohydrate metabolism
K14746	Energy/central carbon
K14750	Energy/central carbon
K14753	Nucleotide metabolism
K14754	Energy/central carbon
K14758	Carbohydrate metabolism
K14763	Energy/central carbon
K14764	Other
K07204	Transcriptional regulation
K14766	Other
K09246	Transcriptional regulation
K11368	Transcriptional regulation
K11493	Transcriptional regulation
K11654	Transcriptional regulation
K15860	Transcriptional regulation
K17799	Transcriptional regulation
K01855	Translation/ribosome
K06672	Translation/ribosome
K14775	Translation/ribosome
K14776	DNA replication/repair/maintenance
K14777	DNA replication/repair/maintenance
K14778	DNA replication/repair/maintenance
K14779	DNA replication/repair/maintenance
K14780	DNA replication/repair/maintenance
K14781	DNA replication/repair/maintenance
K14782	Other
K14783	Other
K14784	Other
K14785	Other
K14786	Other
K14787	Translation/ribosome
K14788	Translation/ribosome
K14789	Other
K14790	Other
K14791	Tryptophan metabolism
K14792	Translation/ribosome
K14793	Translation/ribosome
K14794	Translation/ribosome
K14795	Translation/ribosome
K14796	Other
K14797	Other
K14798	Other
K14799	Other
K14800	Other
K14801	Other
K14802	Lipid metabolism
K14803	Carbohydrate metabolism
K14805	DNA replication/repair/maintenance
K14806	DNA replication/repair/maintenance
K14807	DNA replication/repair/maintenance
K14808	DNA replication/repair/maintenance
K14809	DNA replication/repair/maintenance
K14810	DNA replication/repair/maintenance
K14811	DNA replication/repair/maintenance
K14812	RNA processing/degradation
K14813	Other
K14814	Translation/ribosome
K14815	RNA processing/degradation
K14816	Translation/ribosome
K06681	Translation/ribosome
K14818	Translation/ribosome
K14819	Carbohydrate metabolism
K14820	Translation/ribosome
K14821	Other
K14822	Other
K14823	Other
K14824	Translation/ribosome
K06932	Translation/ribosome
K14827	Other
K14828	Other
K14829	Other
K14830	Other
K14831	Other
K14832	Translation/ribosome
K14833	Carbohydrate metabolism
K14834	Carbohydrate metabolism
K14835	RNA processing/degradation
K14836	Other
K14837	Other
K14838	Other
K14839	Other
K14840	Other
K14841	Translation/ribosome
K14842	Translation/ribosome
K14843	Carbohydrate metabolism
K14844	Transport
K14845	Other
K14846	Translation/ribosome
K14847	Translation/ribosome
K14848	Translation/ribosome
K14849	Translation/ribosome
K14850	Translation/ribosome
K14851	Translation/ribosome
K07739	Translation/ribosome
K14853	Translation/ribosome
K14854	Translation/ribosome
K14855	Translation/ribosome
K14856	Other
K14857	RNA processing/degradation
K14859	Translation/ribosome
K08930	Translation/ribosome
K14861	Other
K14862	Other
K14863	Translation/ribosome
K14864	RNA processing/degradation
K14940	DNA replication/repair/maintenance
K14950	Transport
K14951	Transport
K14956	Other
K14960	Carbohydrate metabolism
K14961	Carbohydrate metabolism
K14962	Carbohydrate metabolism
K14963	Carbohydrate metabolism
K14965	Other
K14967	Carbohydrate metabolism
K14968	Carbohydrate metabolism
K14969	Carbohydrate metabolism
K14988	Signal transduction
K14989	Signal transduction
K14997	Transport
K15001	Cofactors/vitamins
K15014	Transport
K15015	Transport
K15016	Energy/central carbon
K15017	Cofactors/vitamins
K15019	Energy/central carbon
K15022	Energy/central carbon
K15023	Carbohydrate metabolism
K15026	Translation/ribosome
K15028	Translation/ribosome
K15029	Translation/ribosome
K15030	Translation/ribosome
K15033	Carbohydrate metabolism
K15035	RNA processing/degradation
K15040	Transport
K15045	Translation/ribosome
K15052	Translation/ribosome
K09140	Translation/ribosome
K15064	Carbohydrate metabolism
K15068	Other
K15069	Other
K15071	Carbohydrate metabolism
K15072	Translation/ribosome
K15073	Protein folding/quality control
K15075	DNA replication/repair/maintenance
K15076	Carbohydrate metabolism
K15077	Carbohydrate metabolism
K15078	Defense systems
K15081	Other
K15082	DNA replication/repair/maintenance
K15083	DNA replication/repair/maintenance
K15084	Transport
K15090	Energy/central carbon
K15095	Energy/central carbon
K15100	Transport
K15102	Transport
K15104	Transport
K15105	Transport
K15108	Transport
K15109	Transport
K15110	Transport
K15111	Transport
K15113	Transport
K10415	Translation/ribosome
K15115	Cofactors/vitamins
K15116	Transport
K15117	Transport
K15118	Transport
K15119	Transport
K15120	Transport
K15121	Transport
K15122	Transport
K15126	Transport
K15128	Transcriptional regulation
K15130	Transcriptional regulation
K15132	Transcriptional regulation
K15134	Transcriptional regulation
K15136	Transcriptional regulation
K15140	Transcriptional regulation
K15146	Transcriptional regulation
K15147	Transcriptional regulation
K15148	Transcriptional regulation
K15151	Transcriptional regulation
K15152	Transcriptional regulation
K15153	Transcriptional regulation
K15156	Transcriptional regulation
K15158	Transcriptional regulation
K15160	Transcriptional regulation
K15161	Carbohydrate metabolism
K15163	Transcriptional regulation
